APP_Libelle_activite_etablissement,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Libelle_commune_2,Date_inspection,Synthese_eval_sanit,Agrement,geores,Adresse_2_UA_2,filtre,Numero_inspection,SIRET
Rayon traiteur|Rayon boucherie-charcuterie,CODI-FRANCE,RUE DE TOURNUS,71290,Cuisery,Cuisery,2023-12-27T01:00:00+01:00,Satisfaisant,,"46.55774,4.988253",RUE DE TOURNUS,Supermarchés/alimentation générale,23-107138-1,78913978900356
Rayon boucherie-charcuterie,CODI-FRANCE,le haut des champs,71360,Épinac,Épinac,2024-06-18T02:00:00+02:00,Très satisfaisant,,"46.990418,4.523769",le haut des champs,Supermarchés/alimentation générale,24-052407-1,78913978900364
Rayon boucherie-charcuterie,CODI-FRANCE,rue Charles de Gaulle,90130,Montreux-Château,Montreux-Château,2024-04-09T02:00:00+02:00,Satisfaisant,,"47.608887,7.003465",rue Charles de Gaulle,Supermarchés/alimentation générale,24-055684-1,78913978900612
Rayon traiteur|Rayon boucherie-charcuterie,CODI-FRANCE,COLRUYT,90100,Delle,Delle,2024-02-29T01:00:00+01:00,Très satisfaisant,,"47.507701,6.998231",COLRUYT,Supermarchés/alimentation générale,24-041776-1,78913978900638
Libre service,CODI-FRANCE,Rue Neuve,21470,Brazey-en-Plaine,Brazey-en-Plaine,2024-03-11T01:00:00+01:00,Très satisfaisant,,"47.135682,5.214411",Rue Neuve,Supermarchés/alimentation générale,24-044135-1,78913978900786
Libre service,COLRUYT,RTE DE LOUHANS,71370,Ouroux-sur-Saône,Ouroux-sur-Saône,2024-01-02T01:00:00+01:00,Satisfaisant,,"46.713474,4.956355",RTE DE LOUHANS,Supermarchés/alimentation générale,24-000081-1,78913978900828
Rayon boucherie-charcuterie,COLRUYT,1 RUE DE L ERMITAGE,54410,Laneuveville-devant-Nancy,Laneuveville-devant-Nancy,2023-12-06T01:00:00+01:00,Très satisfaisant,,"48.664283,6.210807",1 RUE DE L ERMITAGE,Supermarchés/alimentation générale,23-101199-1,78913978900984
Libre service,COLRUYT,1 RUE DE L ERMITAGE,54410,Laneuveville-devant-Nancy,Laneuveville-devant-Nancy,2023-12-06T01:00:00+01:00,Très satisfaisant,,"48.664283,6.210807",1 RUE DE L ERMITAGE,Supermarchés/alimentation générale,23-103772-1,78913978900984
Entreposage de distribution de denrées alimentaires,COLRUYT RETAIL FRANCE,2 RUE MARIE CURIE,39100,Choisey,Choisey,2023-11-14T01:00:00+01:00,Très satisfaisant,39150001,"47.056896,5.433189",2 RUE MARIE CURIE,,23-093345-1,78913978901321
Boucherie-Charcuterie,COLRUYT PRIX-QUALITE,2 RUE DE SAINTE NITASSE,89000,Auxerre,Auxerre,2023-10-24T02:00:00+02:00,Très satisfaisant,,"47.787147,3.598971",2 RUE DE SAINTE NITASSE,Métiers de bouche,23-004862-1,78913978901388
Producteurs fermiers,GANDELIN DENIS,CHEZ BONNEFOND,69550,Amplepuis,Amplepuis,2024-06-05T02:00:00+02:00,Satisfaisant,,"45.946686,4.361007",CHEZ BONNEFOND,Producteurs fermiers,24-046620-1,78914624800016
Boulangerie-Pâtisserie,LA CERISE SUR LE GATEAU,423 RUE JEAN JAURES,83000,Toulon,Toulon,2024-05-24T02:00:00+02:00,Satisfaisant,,"43.124064,5.931441",423 RUE JEAN JAURES,Métiers de bouche,24-039210-1,78915668400027
Purification/Expédition de coquillages,BECKER JULIEN,1 Quai Du Courbey,33510,Andernos-les-Bains,Andernos-les-Bains,2024-06-14T02:00:00+02:00,Très satisfaisant,33005103,"44.725505,-1.081886",1 Quai Du Courbey,,24-016940-1,78920826100014
Restaurants,LE DOMAINE DU LAC CHAMBON,COMPLEXE TOURISTIQUE DU LAC,63790,Murol,Murol,2024-07-11T02:00:00+02:00,Satisfaisant,,"45.57396,2.927546",COMPLEXE TOURISTIQUE DU LAC,Restaurants,24-064004-1,78920836000014
Boulangerie-Pâtisserie,CUCHEROUSSET FREDERIC,"16, rue J.Montravers",25430,Sancey,Sancey,2024-04-02T02:00:00+02:00,Satisfaisant,,"47.293363,6.582035","16, rue J.Montravers",Métiers de bouche,24-055858-1,78921146300011
Boucherie-Charcuterie,CHEZ LAURENT,"47, route de Fronton",31140,Aucamville,Aucamville,2024-02-07T01:00:00+01:00,Très satisfaisant,,"43.663026,1.430816","47, route de Fronton",Métiers de bouche,24-042989-1,78922286600012
Restaurants,LA CANTINA CHIC,14 RUE DE L'ETOILE,75017,Paris 17e  Arrondissement,Paris 17e  Arrondissement,2024-07-19T02:00:00+02:00,Très satisfaisant,,"48.87729,2.295557",14 RUE DE L'ETOILE,Restaurants,24-068650-1,78923179200027
Restaurants,SUSHI LOUNGE,26 RUE DE LA PEPINIERE,75008,Paris 8e  Arrondissement,Paris 8e  Arrondissement,2024-05-02T02:00:00+02:00,A améliorer,,"48.875089,2.321003",26 RUE DE LA PEPINIERE,Restaurants,24-032096-1,78923293100012
Restauration collective,LES 7 SOURCES,Le bourg,63410,Loubeyrat,Loubeyrat,2023-11-29T01:00:00+01:00,Très satisfaisant,,"45.936102,3.010825",Le bourg,Restauration collective,23-098533-1,78925255800018
Producteurs fermiers,DOMESTICI ANTHONY,PIANO,20215,Piano,Piano,2024-04-15T02:00:00+02:00,A améliorer,,"42.447002,9.404637",PIANO,Producteurs fermiers,24-026314-1,78925974400017
Restaurants,LE QUAI DES BRUMES,60 AVENUE P. BERTHELOT,14000,Caen,Caen,2024-04-02T02:00:00+02:00,Satisfaisant,,"49.183843,-0.34632",60 AVENUE P. BERTHELOT,Restaurants,24-060186-1,78926422300015
Restauration collective,LA MAISON BLEUE - MEUDON,21 BIS RUE CHARLES INFROIT,92190,Meudon,Meudon,2023-09-21T02:00:00+02:00,Satisfaisant,,"48.806815,2.243991",21 BIS RUE CHARLES INFROIT,Restauration collective,23-075348-1,78927015400022
Restaurants,L'ATMOSPHERE,2 RUE PARMENTIER,85330,Noirmoutier-en-l'Île,Noirmoutier-en-l'Île,2024-07-26T02:00:00+02:00,Satisfaisant,,"47.001276,-2.247497",2 RUE PARMENTIER,Restaurants,24-071562-1,78928179700017
Boulangerie-Pâtisserie,PATISSERIE DE L'OLYMPIA,2 RUE DE SEZE,75009,Paris 9e  Arrondissement,Paris 9e  Arrondissement,2024-01-19T01:00:00+01:00,Satisfaisant,,"48.870146,2.327601",2 RUE DE SEZE,Métiers de bouche,23-109379-1,78930184300049
Restaurants,KIENER LAETITIA,,57000,Metz,Metz,2023-12-12T01:00:00+01:00,Très satisfaisant,,"49.108385,6.194897",,Restaurants,23-108735-1,78934731700024
Restaurants,MARCHE COTE D'ASIE,5 rue Pasqualini,6800,Cagnes-sur-Mer,Cagnes-sur-Mer,2024-06-18T02:00:00+02:00,Satisfaisant,,"43.66059,7.149291",5 rue Pasqualini,Restaurants,24-054285-1,78936756200012
Restaurants,TOMMASI LORELLA,VIA A.GRANDI 8,,Non Renseigné,Non Renseigné,2023-09-02T02:00:00+02:00,Très satisfaisant,,"42.310478,8.684621",VIA A.GRANDI 8,Restaurants,23-069754-1,78938770100012
Restaurants,POULETTE,3 RUE ETIENNE MARCEL,75001,Paris 1er Arrondissement,Paris 1er Arrondissement,2023-09-29T02:00:00+02:00,Satisfaisant,,"48.863426,2.350417",3 RUE ETIENNE MARCEL,Restaurants,23-080229-1,78940663400012
Boulangerie-Pâtisserie,LUVAL,CTRE COMM SAINT SEVER,76100,Rouen,Rouen,2024-02-26T01:00:00+01:00,Satisfaisant,,"49.430992,1.084272",CTRE COMM SAINT SEVER,Métiers de bouche,24-052945-1,78941033900020
Producteurs fermiers,PLAY LAURENCE,LE MONTET,42560,Marols,Marols,2023-10-09T02:00:00+02:00,Satisfaisant,,"45.478652,4.065828",LE MONTET,Producteurs fermiers,23-080971-1,78941398600033
Restaurants,LE BACCHUS,3 RUE DE CHIGNY,51500,Rilly-la-Montagne,Rilly-la-Montagne,2024-05-14T02:00:00+02:00,Très satisfaisant,,"49.165872,4.041744",3 RUE DE CHIGNY,Restaurants,24-034459-1,78941407500018
Restaurants,LE CHAMAREL,CAMBRIDGE,59800,Lille,Lille,2024-03-19T01:00:00+01:00,Satisfaisant,,"50.630992,3.045433",CAMBRIDGE,Restaurants,24-054063-1,78942067600015
Libre service|Alimentation générale,FAMILY KASH,7 RUE CURIAL,75019,Paris 19e  Arrondissement,Paris 19e  Arrondissement,2024-03-21T01:00:00+01:00,Très satisfaisant,,"48.890431,2.371659",7 RUE CURIAL,Supermarchés/alimentation générale,24-020241-1,78942172400012
Découpe de viande de boucherie,VIANDES ET TERROIR CHALOSSAIS,AVENUE DE LA GARE,40700,Hagetmau,Hagetmau,2024-01-30T01:00:00+01:00,Satisfaisant,40119011,"43.658179,-0.586595",AVENUE DE LA GARE,,24-006629-1,78942446200040
"VH, VSM, préparation viandes boucherie",VIANDES ET TERROIR CHALOSSAIS,AVENUE DE LA GARE,40700,Hagetmau,Hagetmau,2024-06-20T02:00:00+02:00,Très satisfaisant,40119011,"43.658179,-0.586595",AVENUE DE LA GARE,,24-053048-1,78942446200040
Restaurants,BARBULEE S.A.R.L.,rue des Maronniers,27000,Évreux,Évreux,2024-06-27T02:00:00+02:00,Satisfaisant,,"49.03102,1.175931",rue des Maronniers,Restaurants,24-056102-1,78943516100029
Transformation de produits carnés,BOUCHERIE CHARCUTERIE TRAITEUR CHEZ LAURENT,27 RUE DE LA GRANDE ARMEE,68760,Willer-sur-Thur,Willer-sur-Thur,2024-01-09T01:00:00+01:00,Satisfaisant,68372001,"47.842712,7.071512",27 RUE DE LA GRANDE ARMEE,,24-000884-1,78943641700024
"VH, VSM, préparation viandes boucherie",BOUCHERIE CHARCUTERIE TRAITEUR CHEZ LAURENT,27 RUE DE LA GRANDE ARMEE,68760,Willer-sur-Thur,Willer-sur-Thur,2024-01-09T01:00:00+01:00,Satisfaisant,68372001,"47.842712,7.071512",27 RUE DE LA GRANDE ARMEE,,24-000884-2,78943641700024
Transformation de produits de la pêche,BOUCHERIE CHARCUTERIE TRAITEUR CHEZ LAURENT,27 RUE DE LA GRANDE ARMEE,68760,Willer-sur-Thur,Willer-sur-Thur,2024-01-09T01:00:00+01:00,Satisfaisant,,"47.842712,7.071512",27 RUE DE LA GRANDE ARMEE,,24-000884-3,78943641700024
Découpe de viande de boucherie,BOUCHERIE CHARCUTERIE TRAITEUR CHEZ LAURENT,27 RUE DE LA GRANDE ARMEE,68760,Willer-sur-Thur,Willer-sur-Thur,2024-01-09T01:00:00+01:00,Satisfaisant,68372001,"47.842712,7.071512",27 RUE DE LA GRANDE ARMEE,,24-000884-4,78943641700024
Découpe de viandes de volailles/lagomorphe,BOUCHERIE CHARCUTERIE TRAITEUR CHEZ LAURENT,27 RUE DE LA GRANDE ARMEE,68760,Willer-sur-Thur,Willer-sur-Thur,2024-01-09T01:00:00+01:00,Satisfaisant,68372001,"47.842712,7.071512",27 RUE DE LA GRANDE ARMEE,,24-000884-5,78943641700024
Découpe de gibier sauvage,BOUCHERIE CHARCUTERIE TRAITEUR CHEZ LAURENT,27 RUE DE LA GRANDE ARMEE,68760,Willer-sur-Thur,Willer-sur-Thur,2024-01-09T01:00:00+01:00,Satisfaisant,68372001,"47.842712,7.071512",27 RUE DE LA GRANDE ARMEE,,24-000884-6,78943641700024
Purification/Expédition de coquillages,TOUREN DIDIER,LE MOURRE BLANC,34140,Mèze,Mèze,2024-04-04T02:00:00+02:00,Satisfaisant,34157516,"43.405171,3.577887",LE MOURRE BLANC,,24-023383-1,78945043400012
Restaurants,LE SAINT JACQUES,LE SAINT JACQUES,24100,Bergerac,Bergerac,2024-04-25T02:00:00+02:00,Très satisfaisant,,"44.830451,0.458344",LE SAINT JACQUES,Restaurants,24-049875-1,78945892400014
Restaurants,SNACK ELIZE DILLON,RTE DE LA POINTE DES SABLES,97200,Fort-de-France,Fort-de-France,2023-10-19T02:00:00+02:00,Très satisfaisant,,"14.60484,-61.042172",RTE DE LA POINTE DES SABLES,Restaurants,23-085697-1,78946131600018
Restaurants,"""CHEZ ARMAND"" ROTISSERIE AU FEU DE BOIS",100 SAINT ROMAN ET LA ROQUE,30300,Comps,Comps,2024-05-28T02:00:00+02:00,Satisfaisant,,"43.839276,4.620061",100 SAINT ROMAN ET LA ROQUE,Restaurants,24-042148-1,78947035800027
Restaurants,BIHAN CAFE,23 RUE DES ROSIERS,93400,Saint-Ouen-sur-Seine,Saint-Ouen-sur-Seine,2024-05-06T02:00:00+02:00,Satisfaisant,,"48.90674,2.335218",23 RUE DES ROSIERS,Restaurants,24-033016-1,78947148900011
Chaîne d'abattage de volaille/lagomorphe/petit gibier,EARL SAVEURS DU RABLE,LA GIRAUDAIS,53410,Launay-Villiers,Launay-Villiers,2023-10-03T02:00:00+02:00,Très satisfaisant,,"48.120873,-1.035356",LA GIRAUDAIS,,23-079953-1,78947835100016
Restaurants,KEBAB DE LA PAIX,31 B RUE CUVIER,25200,Montbéliard,Montbéliard,2024-03-04T01:00:00+01:00,Satisfaisant,,"47.509908,6.799261",31 B RUE CUVIER,Restaurants,24-050789-1,78948543000027
Restaurants,DRIME,13 RUE GUISARDE,75006,Paris 6e  Arrondissement,Paris 6e  Arrondissement,2023-10-14T02:00:00+02:00,Très satisfaisant,,"48.851843,2.334417",13 RUE GUISARDE,Restaurants,23-085246-1,78949263400017
Restaurants,LE BONCHAMP DWICH,12 B RUE DE LA FAUX,53960,Bonchamp-lès-Laval,Bonchamp-lès-Laval,2024-06-10T02:00:00+02:00,Satisfaisant,,"48.074194,-0.70589",12 B RUE DE LA FAUX,Restaurants,24-058264-1,78951056700025
Restaurants,SARL CHALET LIOTARD,Mont SEREIN,84340,Beaumont-du-Ventoux,Beaumont-du-Ventoux,2023-08-17T02:00:00+02:00,Très satisfaisant,,"44.184805,5.268873",Mont SEREIN,Restaurants,23-064287-1,78952950000017
Restaurants,LE SALON DES DESSERTS,4-8 PLACE JEAN YOLE,85160,Saint-Jean-de-Monts,Saint-Jean-de-Monts,2024-05-16T02:00:00+02:00,Satisfaisant,,"46.792472,-2.0613",4-8 PLACE JEAN YOLE,Restaurants,24-058737-1,78953296700013
Restaurants,LES ANTIQUAIRES,13 RUE DU BAC,75007,Paris 7e  Arrondissement,Paris 7e  Arrondissement,2023-11-28T01:00:00+01:00,Très satisfaisant,,"48.858618,2.328738",13 RUE DU BAC,Restaurants,23-098572-1,78953326200018
Boulangerie-Pâtisserie,BASSEREAU,10 RUE VINCENT SCOTTO,45200,Amilly,Amilly,2024-02-06T01:00:00+01:00,Satisfaisant,,"47.975173,2.771671",10 RUE VINCENT SCOTTO,Métiers de bouche,24-064499-1,78954152100025
Producteurs fermiers,FERME DE LA PLAINE,Allée Leblanc,76630,Petit-Caux,Petit-Caux,2024-03-13T01:00:00+01:00,A améliorer,,"49.928782,1.300072",Allée Leblanc,Producteurs fermiers,24-018065-1,78955528100011
Restaurants,MCDONALD'S,LD LES MOUSSELEAUX,21400,Sainte-Colombe-sur-Seine,Sainte-Colombe-sur-Seine,2024-04-23T02:00:00+02:00,Très satisfaisant,,"47.87291,4.543836",LD LES MOUSSELEAUX,Restaurants,24-042609-1,78956466300027
Restaurants,OH ! ROND POINT DES PISTES,8 PL XAVIER AUTHIER,25370,Métabief,Métabief,2024-01-09T01:00:00+01:00,Très satisfaisant,,"46.768302,6.357135",8 PL XAVIER AUTHIER,Restaurants,24-000871-1,78958722700016
Restaurants,CHRISTOPHE ROTISSERIE,3 RUE DU MONBULA,64800,Asson,Asson,2023-08-11T02:00:00+02:00,Satisfaisant,,"43.143881,-0.262233",3 RUE DU MONBULA,Restaurants,23-064918-1,78958985000013
Restaurants,LE BAMBERA,2 TRAVERSE DU PORTUGAL,13010,Marseille 10e  Arrondissement,Marseille 10e  Arrondissement,2023-11-23T01:00:00+01:00,A améliorer,,"43.281506,5.404514",2 TRAVERSE DU PORTUGAL,Restaurants,23-098904-1,78959077500019
Restaurants,QUEIJARIA NACIONAL,96 BOULEVARD DES BATIGNOLLES,75017,Paris 17e  Arrondissement,Paris 17e  Arrondissement,2023-12-27T01:00:00+01:00,Satisfaisant,,"48.881668,2.31728",96 BOULEVARD DES BATIGNOLLES,Restaurants,23-108263-1,78959143500043
Restaurants,PARVIS DE LA GARE SAINT LAZARE,RUE INTERIEURE,75008,Paris 8e  Arrondissement,Paris 8e  Arrondissement,2023-12-19T01:00:00+01:00,Satisfaisant,,"48.875902,2.325441",RUE INTERIEURE,Restaurants,23-105583-1,78962064800020
Restaurants,BANARAS,BANARAS,30220,Aigues-Mortes,Aigues-Mortes,2024-02-06T01:00:00+01:00,Satisfaisant,,"43.565933,4.193959",BANARAS,Restaurants,24-007792-1,78962733800021
Restauration collective,LES AILES DE L'ESPOIR - EHPAD / Résidence Sainte Hildegarde,CROIX ODILON,97213,Gros-Morne,Gros-Morne,2023-09-21T02:00:00+02:00,Satisfaisant,,"14.700197,-60.988834",CROIX ODILON,Restauration collective,23-075426-1,78963106600014
Restaurants,ROYAL CHINE,4 RUE DES MINIMES,2000,Laon,Laon,2024-03-28T01:00:00+01:00,Satisfaisant,,"49.575076,3.650551",4 RUE DES MINIMES,Restaurants,24-057001-1,78963622200018
Métier de bouche,GARRAT TRAITEUR,14 RUE JEAN NEYRET,42000,Saint-Étienne,Saint-Étienne,2023-09-09T02:00:00+02:00,Satisfaisant,,"45.45751,4.402533",14 RUE JEAN NEYRET,Métiers de bouche,23-071423-1,78964544700010
Boulangerie-Pâtisserie,HOLDING CARDOT,128 AV JEAN JAURES,90000,Belfort,Belfort,2024-03-28T01:00:00+01:00,Satisfaisant,,"47.650732,6.852044",128 AV JEAN JAURES,Métiers de bouche,24-056326-1,78964696500010
Restaurants,PIZZA DEL PIANO,PIZZA DEL PIANO,94210,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,2024-01-23T01:00:00+01:00,Satisfaisant,,"48.796181,2.517693",PIZZA DEL PIANO,Restaurants,24-004222-1,78967228400013
Restaurants,CHEZ JULIEN,43 RUE DES PYRENEES,64450,Thèze,Thèze,2024-04-09T02:00:00+02:00,Satisfaisant,,"43.47208,-0.343456",43 RUE DES PYRENEES,Restaurants,24-056017-1,78971722000014
Restaurants,MEMPHIS COFFEE,MEMPHIS COFFEE,76600,Le Havre,Le Havre,2024-01-05T01:00:00+01:00,Satisfaisant,,"49.497726,0.136796",MEMPHIS COFFEE,Restaurants,24-052644-1,78971980400021
Restaurants,CHINE MASSENA,96 BD MASSENA,75013,Paris 13e  Arrondissement,Paris 13e  Arrondissement,2023-11-30T01:00:00+01:00,Très satisfaisant,,"48.821028,2.366992",96 BD MASSENA,Restaurants,23-099177-1,78973256700019
Transformation de lait ou produits laitiers,GAEC LADONNE,RAYMOND,15590,Mandailles-Saint-Julien,Mandailles-Saint-Julien,2024-02-12T01:00:00+01:00,Satisfaisant,15113012,"45.067348,2.658751",RAYMOND,,24-009902-1,78973544600013
Restaurants,C.K. RESTO,6  BD DU GENERAL LECLERC,92200,NEUILLY SUR SEINE,NEUILLY SUR SEINE,2023-09-26T02:00:00+02:00,Satisfaisant,,"48.88721,2.257029",6  BD DU GENERAL LECLERC,Restaurants,16947627,78973762400021
Restaurants,PLEDRAN GRANADO,2 AV DU PUIG DEL MAS,66650,Banyuls-sur-Mer,Banyuls-sur-Mer,2024-07-01T02:00:00+02:00,Satisfaisant,,"42.481688,3.128642",2 AV DU PUIG DEL MAS,Restaurants,24-059548-1,78973926500013
Libre service|Alimentation générale|Traiteur,BOUCHERIE 2 M,45 BD DE BELLEVILLE,75011,Paris 11e  Arrondissement,Paris 11e  Arrondissement,2023-11-07T01:00:00+01:00,Très satisfaisant,,"48.869354,2.379798",45 BD DE BELLEVILLE,Supermarchés/alimentation générale,23-103689-1,78975810900019
Boucherie-Charcuterie,BOUCHERIE 2 M,45 BD DE BELLEVILLE,75011,Paris 11e  Arrondissement,Paris 11e  Arrondissement,2023-11-07T01:00:00+01:00,Très satisfaisant,,"48.869354,2.379798",45 BD DE BELLEVILLE,Métiers de bouche,23-103706-1,78975810900019
Libre service|Alimentation générale,2M ; 2MD43,47 BD DE BELLEVILLE,75011,Paris 11e  Arrondissement,Paris 11e  Arrondissement,2023-11-07T01:00:00+01:00,Très satisfaisant,,"48.869453,2.379671",47 BD DE BELLEVILLE,Supermarchés/alimentation générale,23-103660-1,78975810900027
Boucherie-Charcuterie,2M ; 2MD43,47 BD DE BELLEVILLE,75011,Paris 11e  Arrondissement,Paris 11e  Arrondissement,2023-11-07T01:00:00+01:00,Satisfaisant,,"48.869453,2.379671",47 BD DE BELLEVILLE,Métiers de bouche,23-103676-1,78975810900027
Restaurants,CHEZ BEN,22 RUE SADI CARNOT,27500,Pont-Audemer,Pont-Audemer,2024-02-19T01:00:00+01:00,Satisfaisant,,"49.35648,0.514048",22 RUE SADI CARNOT,Restaurants,24-052861-1,78978022800027
Restaurants,L'EN CAS,10 PL DU SIX JUIN,14117,Arromanches-les-Bains,Arromanches-les-Bains,2024-05-17T02:00:00+02:00,Satisfaisant,,"49.340142,-0.622063",10 PL DU SIX JUIN,Restaurants,24-036781-1,78981096700016
Boucherie-Charcuterie,BOUCHERIE AMIR,26 RUE DES POISSONNIERS,75018,Paris 18e  Arrondissement,Paris 18e  Arrondissement,2024-06-28T02:00:00+02:00,Satisfaisant,,"48.887438,2.351229",26 RUE DES POISSONNIERS,Métiers de bouche,24-067338-1,78982229300013
Restaurants,RAJPOOT,RAJPOOT,94400,Vitry-sur-Seine,Vitry-sur-Seine,2024-07-15T02:00:00+02:00,A améliorer,,"48.78973,2.395575",RAJPOOT,Restaurants,24-064627-1,78982347300010
Boulangerie-Pâtisserie,AUX BONS PAINS ARGOEUVOIS,23 RUE NEUVE,80470,Argoeuves,Argoeuves,2024-02-29T01:00:00+01:00,Satisfaisant,,"49.931476,2.226082",23 RUE NEUVE,Métiers de bouche,24-052946-1,78983478500014
Restaurants,MABROUK MOHAMMED,35 RUE LOUISE MICHEL,52200,Langres,Langres,2023-12-20T01:00:00+01:00,Satisfaisant,,"47.853941,5.330505",35 RUE LOUISE MICHEL,Restaurants,23-105817-1,78983647500010
Restaurants,RED BEEF,VOIE ROMAINE,57210,Semécourt,Semécourt,2024-04-30T02:00:00+02:00,Très satisfaisant,,,VOIE ROMAINE,Restaurants,24-032494-1,78983658200021
Libre service,CARREFOUR CITY,152/154 RUE LA FAYETTE,75010,Paris 10e  Arrondissement,Paris 10e  Arrondissement,2023-09-14T02:00:00+02:00,Satisfaisant,,"48.878987,2.356193",152/154 RUE LA FAYETTE,Supermarchés/alimentation générale,23-076407-1,78985853700010
Restaurants,LUCARA,13 RUE DES PALUS,34110,Frontignan,Frontignan,2024-06-26T02:00:00+02:00,Très satisfaisant,,"43.462949,3.768708",13 RUE DES PALUS,Restaurants,24-058280-1,78986347900026
Fromagerie,FREDDY CRINIERE,"27, boulevard Arago",85100,Les Sables-d'Olonne,Les Sables-d'Olonne,2023-08-18T02:00:00+02:00,Satisfaisant,,"46.494349,-1.774316","27, boulevard Arago",Métiers de bouche,23-067399-1,78987682800011
Restauration collective,LA CIGOGNE SARL,43 RUE BELLIARD,75018,Paris 18e  Arrondissement,Paris 18e  Arrondissement,2024-04-25T02:00:00+02:00,Satisfaisant,,"48.897714,2.346559",43 RUE BELLIARD,Restauration collective,24-029889-1,78987756000035
Restaurants,LES DELICES DE LA VILLETTE,LES DELICES DE LA VILLETTE,69003,Lyon 3e  Arrondissement,Lyon 3e  Arrondissement,2024-07-25T02:00:00+02:00,Très satisfaisant,,"45.760427,4.861507",LES DELICES DE LA VILLETTE,Restaurants,24-069771-1,78989467200011
Restauration collective,RESIDENCE LES BORDS DE L'AVEYRON,6 RUE PIERRE PERRET,82800,Nègrepelisse,Nègrepelisse,2024-06-18T02:00:00+02:00,Satisfaisant,,"44.071813,1.514215",6 RUE PIERRE PERRET,Restauration collective,24-010604-1,78991147600024
Restaurants,L'ENTREPOT,4 B AV PIERRE MARZIN,22300,Lannion,Lannion,2024-06-20T02:00:00+02:00,A améliorer,,"48.756513,-3.468839",4 B AV PIERRE MARZIN,Restaurants,24-052559-1,78991174000015
Restaurants,DOMINO'S,"13, rue de Rennes",35410,Châteaugiron,Châteaugiron,2024-03-06T01:00:00+01:00,Très satisfaisant,,"48.053176,-1.511046","13, rue de Rennes",Restaurants,24-056646-1,78992029500019
Boucherie-Charcuterie,BOUCHERIE LECOHUE,2 RUE GRANDE,27750,La Couture-Boussey,La Couture-Boussey,2024-04-19T02:00:00+02:00,Satisfaisant,,"48.897661,1.406126",2 RUE GRANDE,Métiers de bouche,24-058371-1,78993300900027
Restaurants,MARINARA,14 CHE DU MAS VIDAL,30340,Saint-Julien-les-Rosiers,Saint-Julien-les-Rosiers,2023-11-02T01:00:00+01:00,A améliorer,,"44.179504,4.091639",14 CHE DU MAS VIDAL,Restaurants,23-001038-1,78993865100021
Restaurants,MONSIEUR XAVIER DRODE,11 ROUTE DE CHAINGY,45380,La Chapelle-Saint-Mesmin,La Chapelle-Saint-Mesmin,2024-02-20T01:00:00+01:00,Satisfaisant,,"47.89681,1.818761",11 ROUTE DE CHAINGY,Restaurants,24-048386-1,78995058100023
Transformation de lait ou produits laitiers,GAECR LA VIEILLE GRANGE,431 route de Martissan,82220,Vazerac,Vazerac,2023-10-02T02:00:00+02:00,Satisfaisant,82189005,"44.201853,1.252326",431 route de Martissan,,23-078604-1,78995855000012
